2023-04-18 20:35:30,Que golazo 
2023-04-18 20:35:32,Este partido queda empatado los 2 están jugando a defenderse pero Pereira a echo más mérito para ganar vamos Deportivo Pereira ganarle a Boca juniors
2023-04-18 20:35:34,Ya se viene el gol del Deportivo Pereira 
2023-04-18 20:35:40,vamos pereira. animo
2023-04-18 20:35:43,bro y eso que tenes que respetar a los equipòs si es que eres ¨DT¨
2023-04-18 20:35:43,vamos PEREIRA por el gollllll
